CID,Syn
224,AK-54726
224,BAS 00293213
224,NCI60_002075
224,SY035647
224,5 inverted exclamation mark -Adenylic Acid
224,FT-0619943
224,FT-0638900
224,FT-0696931
224,NS00013345
224,"Adenosine, mono(dihydrogen phosphate) (ester)"
224,9-.beta.-D-Arabinofuranosyladenine 5'-phosphate
224,9-.beta.-D-Arabinofuranosyladenine monophosphate
224,L001143
224,"[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate"
224,9-.beta.-D-Arabinofuranosyladenine 5'-monophosphate
224,I01-1124
224,"[5- -3,4-dihydroxy-oxolan-2-yl]methoxyphosphonicacid"
224,29984-33-6
224,31077-38-0
224,AMP
224,WLN: T56 BN DN FN HNJ IZ D- BT5OTJ CQ DQ E1OPQQO
224,9-(.beta.-D-Arabinofuranosyl)adenine 5'-(dihydrogen phosphate)
224,9-(5-O-Phosphono-.beta.-D-arabinofuranosyl)-9H-purin-6-amine
224,"9H-Purin-6-amine, 9-(5-O-phosphono-.beta.-D-arabinofuranosyl)-"
224,Ara-A (phosphate);Adenine Arabinoside (phosphate);9-beta-D-Arabinofuranosyladenine (phosphate)
224,"[5-(6-aminopurin-9-yl)-3,4-dihydroxy-tetrahydrofuran-2-yl]methyl dihydrogen phosphate"
224,"[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate"
224,18422-05-4
224,24937-83-5
224,6270-67-3
225,androsterone
225,Isoandrosterone
225,EPIANDROSTERONE
225,iso-Androsterone
225,androsteron
225,epiandrosteron
225,Androkinine
225,Androtine
225,d-Epiandrosterone
225,androsteron-
225,3-Epiandrosterone
225,trans-Androsterone
225,cis-Androsterone
225,epi-Androsterone
225,"Androsterone, epi-"
225,Atromide ICI
225,5alpha-Androsterone
225,"Androsterone, trans-"
225,3.beta.-Androsterone
225,3-Hydroxyandrostan-17-one
225,Caswell No. 051G
225,AC1Q6NOL
225,"Androsterone, (3beta)-"
225,D0O8FW
225,AC1L18RD
225,"Androsterone, (3.beta.)-"
225,NCIOpen2_002877
225,UNII-C24W7J5D5R
225,CID225
225,3alpha-Hydroxy-17-androstanone
225,3-beta-hydroxy-17-androstanone
225,"Androstan-17-one, 3-hydroxy-"
225,Androstanon-3-alpha-ol-17-one
225,C19H30O2
225,CHEMBL4744187
225,SCHEMBL12968676
225,UNII-8TR252Z538
225,3-alpha-Hydroxy-17-androstanone
225,3-Epihydroxyetioallocholan-17-one
225,3beta-Hydroxyetioallocholan-17-one
225,ALBB-023669
225,NSC 9898
225,NSC93996
225,3alpha-Hydroxyetioallocholan-17-one
225,EINECS 200-173-4
225,EINECS 207-563-3
225,3 beta-Hydroxyetioallocholan-17-one
225,3-ss-hydroxy-5-a-androstan-17-one
225,5alpha-Androstan-3 beta-ol-17-one
225,5alpha-Androstane-3alpha-ol-17-one
225,AR-1F3684
225,NSC 93996
225,NSC-93996
225,3-alpha-Hydroxyetioallocholan-17-one
225,3-alpha-hydroxy-5-beta-androstan-17-one
225,3-beta-Hydroxy-5-alpha-androstan-17-one
225,3.beta.-Hydroxyetioallocholan-17-one
225,AKOS005058479
225,5-alpha-Androstan-3-alpha-ol-17-one
225,C19-H30-O2
225,EPA Pesticide Chemical Code 126501
225,3alpha-Hydroxy-5alpha-androstan-17-one
225,BRN 2217626
225,3 beta-Hydroxy-5alpha-androstan-17-one
225,AN-41645
225,AN-45195
225,AS-13840
225,3-alpha-Hydroxy-5-alpha-androstan-17-one
225,"5alpha-Androstan-17-one, 3alpha-hydroxy-"
225,53-41-8
225,"Androstan-17-one, (3.beta.,5.alpha.)-"
225,DB-053009
225,FT-0632411
225,"(3-beta,5-alpha)-3-Hydroxyandrostan-17-one"
225,481-29-8
225,"(3-alpha,5-alpha)-3-Hydroxyandrostan-17-one"
225,"5.alpha.-Androstan-17-one, 3.beta.-hydroxy-"
225,EC 207-563-3
225,J10414
225,U 6036
225,3-BETA-HYDROXY-5-BETA-ANDROSTAN-17-ONE
225,4-08-00-00642 (Beilstein Handbook Reference)
225,"Androstan-17-one, 3-hydroxy-, (3.alpha.,5.alpha.)-"
225,"Androstan-17-one, 3-hydroxy-, (3alpha,5alpha)-"
225,I06-0166
225,I06-0306
225,I06-0586
225,"Androstan-17-one, 3-hydroxy-, (3-alpha,5-alpha)-"
225,"Androstan-17-one, 3-hydroxy-, (3.beta.,5.alpha.)-"
225,"3-hydroxy-10,13-dimethyl-1,2,3,4,5,6,7,8,9,11,12,14,15,16-tetradecahydrocyclopenta[a]phenanthren-17-one"
225,"3-Hydroxy-10,13-dimethyl-hexadecahydro-cyclopenta[a]phenanthren-17-one"
225,5430-34-2
225,571-31-3
226,another strange group
226,amino(phosphanyl)methanol
226,AC1L18RG
226,CID226
226,CTK7D4923
227,anthranilic acid
227,2-aminobenzoic acid
227,anthranilate
227,o-aminobenzoic acid
227,o-Carboxyaniline
227,2-Carboxyaniline
227,vitamin L1
227,o-Anthranilic acid
227,"Benzoic acid, 2-amino-"
227,Carboxyaniline
227,AMINOBENZOIC ACID
227,2-aminobenzoate
227,"Benzoic acid, amino-"
227,Vitamin L
227,2-azaniumylbenzoate
227,118-92-3
227,ortho-Aminobenzoic acid
227,Antranilic Acid
227,Kyselina anthranilova
227,1-Amino-2-carboxybenzene
227,Anthranate
227,anthanilic acid
227,o-Aminobenzoate
227,2-amino-Benzoic acid
227,Anthranic acid
227,o-Anthranilate
227,"Benzoic acid, o-amino-"
227,Cupric anthranilate
227,Caswell No. 033G
227,2-amino benzoic acid
227,Isatoic anhydride
227,Kyselina o-aminobenzoova
227,o-amino-Benzoate
227,Cupric anthrailate
227,4owv
227,2-amino-Benzoate
227,2-aminobenzoicacid
227,amino benzoic acid
227,Acide anthranilique
227,Copper anthranilate
227,o-Aminobenzoesaeure
227,Ortho-amidobenzoate
227,Ortho-aminobenzoate
227,Sodium anthranilate
227,2-aminobezoic acid
227,anthranilic acid gr
227,vitamin L1</subd
227,2-Aminobenzoesaeure
227,2-Aminophenylacetate
227,2-Carboxyphenylamine
227,Bis(anthranilato)copper
227,zlchem 224
227,o-amino-Benzoic acid
227,Kyselina anthranilova [Czech]
227,CCRIS 49
227,NCI-C01730
227,alpha-Aminobenzoic acid
227,Ortho-amidobenzoic acid
227,UNII-0YS975XI6W
227,Bis(o-aminobenzoato)copper
227,2-anilinecarboxylic acid
227,DSSTox_CID_94
227,2-Aminophenylacetic acid
227,6-AMINOBENZOIC ACID
227,"Copper, bis(anthranilato)-"
227,AC1MVK4P
227,Kyselina o-aminobenzoova [Czech]
227,H-2-Abz-OH
227,NSC 144
227,WLN: ZR DVQ
227,DEA Code 8530
227,SCHEMBL675
227,bmse000067
227,bmse000917
227,H-(2)Abz-OH
227,Anthranilic acid-[13C6]
227,HSDB 1321
227,AC1L18RJ
227,0YS975XI6W
227,"Copper, bis(2-aminobenzoato)-"
227,DSSTox_RID_75363
227,NCIOpen2_001191
227,DSSTox_GSID_20094
227,Oprea1_390012
227,2-AA; 2-Aminobenzoic acid
227,C7H7NO2
227,C14H12CuN2O4
227,CHEBI:30754
227,NSC 3937
227,CHEMBL14173
227,"anthranilic acid, cadmium salt"
227,EINECS 204-287-5
227,"Anthranilic acid, hydrochloride"
227,BRN 0471803
227,MFCD00007712
227,o-Aminobenzoic acid copper complex
227,ORTH0-AMINOBENZOIC ACID
227,RWZYAGGXGHYGMB-UHFFFAOYSA-N
227,2-AA
227,CID227
227,NSC144
227,"anthranilic acid, dihydrochloride"
227,"Bis(2-aminobenzoato-N,O)copper"
227,DTXSID8020094
227,"anthranilic acid, monosodium salt"
227,CTK0H4743
227,EINECS 215-310-3
227,ZINC47985
227,1-aminobenzene-2-carboxylic acid
227,AI3-02408
227,"Copper, bis(2-aminobenzoato-N,O)-"
227,NSC-144
227,NSC3937
227,ZLC0032
227,"anthranilic acid, monolithium salt"
227,"Benzoic acid, 2-amino- (9CI)"
227,C7-H7-N-O2
227,C14-H12-Cu-N2-O4
227,NSC 173996
227,"Anthranilic acid, copper(2+) salt"
227,NSC40929
227,EINECS 307-609-3
227,EINECS 308-537-5
227,Tox21_111095
227,Tox21_200703
227,BBL025605
227,BDBM50376751
227,"Benzoic acid, amino- (8CI)(9CI)"
227,LS-608
227,NCGC00091175-01
227,NSC-40929
227,SBB007560
227,STK298716
227,"Anthranilic acid-ring-UL-14C, solid"
227,AKOS002667021
227,Tox21_111095_1
227,"anthranilic acid, calcium (2:1) salt"
227,"Benzoicacid,2-amino-,labeledwithtritium"
227,CID3734162
227,DB04166
227,EBD2293238
227,MCULE-8970106555
227,NSC 164870
227,RTR-003211
227,"ANTHRANILIC-3,4,5,6-D4 ACID"
227,NCGC00091175-02
227,NCGC00091175-03
227,NCGC00258257-01
227,AC-11503
227,AN-22794
227,"Anthranilic acid, reagent grade, >=98%"
227,BP-30147
227,CAS-118-92-3
227,EC 204-287-5
227,AB1002075
227,DS-009700
227,TL8006992
227,TR-003211
227,A0497
227,"Anthranilic acid, its esters, and its salts"
227,"Copper, bis(2-aminobenzoato-N,O)- (9CI)"
227,NS00009891
227,ST45061374
227,T7335
227,4-27-00-07875 (Beilstein Handbook Reference)
227,3296-EP2277869A1
227,3296-EP2277870A1
227,3296-EP2298743A1
227,3296-EP2308848A1
227,C00108
227,74635-EP2269988A2
227,74635-EP2270002A1
227,74635-EP2270008A1
227,74635-EP2270113A1
227,74635-EP2272935A1
227,74635-EP2292617A1
227,74635-EP2295425A1
227,74635-EP2305649A1
227,74635-EP2308838A1
227,"BENZOIC ACID,2-AMINO   ANTHRANILIC ACID"
227,104650-EP2289894A2
227,104650-EP2302132A1
227,"Anthranilic acid, puriss. p.a., >=99.5% (T)"
227,C031385
227,Q385140
227,I01-6556
227,1321-11-5
227,3B851741-2A4D-440D-BB22-1A455121BA21
227,BE2
227,15442-49-6
227,97675-38-2
227,98072-80-1
227,"InChI=1/C7H7NO2/c8-6-4-2-1-3-5(6)7(9)10/h1-4H,8H2,(H,9,10"
227,2AA
227,335081-06-6
227,50816-84-7
227,60124-83-6
227,6AB
227,80206-34-4
227,"Benzoic acid, 2-amino-, diazotized, coupled with 4-amino-5-hydroxy-2,7-naphthalenedisulfonic acid, diazotized 3,3'-dimethyl(1,1'-biphenyl)-4,4'-diamine and 5,5'-(oxybis((5-hydroxy-3,1-phenylene)oxy))bis(1,3-benzenediol), sodium salt"
227,"Benzoic acid, 2-amino-, diazotized, coupled with 4-amino-5-hydroxy-2,7-naphthalenedisulfonic acid, diazotized 3,3'-dimethyl[1,1'-biphenyl]-4,4'-diamine and 5,5'-[oxybis[(5-hydroxy-3,1-phenylene)oxy]]bis[1,3-benzenediol], sodium salt"
227,"Benzoic acid, 2-amino-, diazotized, coupled with diazotized 5-amino-2-((4-aminophenyl)amino)benzenesulfonic acid and 5,5'-(oxybis((5-hydroxy-3,1-phenylene)oxy))bis(1,3-benzenediol), sodium salt"
227,"Benzoic acid, 2-amino-, diazotized, coupled with diazotized 5-amino-2-[(4-aminophenyl)amino]benzenesulfonic acid and 5,5'-[oxybis[(5-hydroxy-3,1-phenylene)oxy]]bis[1,3-benzenediol], sodium salt"
227,"Benzoicacid,2-amino-,diazotized,coupledwith4-amino-5-hydroxy-2,7-naphthalenedisulfonicacid,diazotized3,3'-dimethyl[1,1'-biphenyl]-4,4'-diamineand5,5'-[oxybis[ oxy]]bis[1,3-benzenediol],sodiumsalt"
227,"Benzoicacid,2-amino-,diazotized,coupledwithdiazotized5-amino-2-[ amino]benzenesulfonicacidand5,5'-[oxybis[ oxy]]bis[1,3-benzenediol],sodiumsalt"
227,SOA
228,Adenylyl sulfate
228,AMPS
228,5'-Adenylyl sulfate
228,adenosine phosphosulfate
228,Adenosine sulfatophosphate
228,AC1L18RM
228,Adenosine 5'-phosphosulfate
228,Adenosine 5'-sulfatophosphate
228,CID228
228,SCHEMBL4292820
228,C10H14N5O10PS
228,SCHEMBL20277489
228,CTK8I8527
228,BDBM526193
228,BRN 0067726
228,C10-H14-N5-O10-P-S
228,"US11185100, TABLE 7.7"
228,4-26-00-03628 (Beilstein Handbook Reference)
228,"[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl sulfo hydrogen phosphate"
228,485-84-7
228,APS
229,Pentopyranose
229,D-xylose
229,arabinose
229,D-arabinose
229,xylose
229,Pentose
229,L-(+)-Arabinose
229,L-arabinose
229,arabinoside
229,pentopyranoside
229,L-lyxose
229,Arabinopyranose
229,DL-Arabinose
229,alpha-D-Xylose
229,D-arabinopyranose
229,Pectinose
229,D-Lyxose
229,dextro-xylose
229,a-Lyxopyranose
229,a-Xylopyranose
229,b-Ribopyranose
229,L-ARABINOPYRANOSE
229,Pectin sugar
229,Arabinose-
229,D-(-)-Arabinose
229,D(-)Arabinose
229,L(+)Arabinose
229,Pentopyranose #
229,L-xylose
229,D -Lyxopyranose
229,an arabinopyranose
229,a-D-Xylopyranose
229,|A-L-arabinose
229,|A-d-xylopyranose
229,L-?Arabinopyranose
229,.alpha.-d-Xylose
229,.alpha.-D-Lyxose
229,.alpha.-D-Ribose
229,L(+)-Arabinose
229,ACMC-20mlim
229,ACMC-20mtpt
229,"oxane-2,3,4,5-tetrol"
229,d-(+)-Xylose
229,|A-?D-?Xylopyranose
229,D-[1-2H]xylose
229,L-(+)-Lyxose
229,"D,L-ARABINOSE"
229,.alpha.-d-Xylofuranose
229,.alpha.-D-Lyxopyranose
229,.alpha.-D-Ribopyranose
229,ACMC-20db3j
229,ACMC-20f4zr
229,D-Xylose-1-13C
229,L-[1-13C]xylose
229,AC1Q7AQU
229,"Lyxopyranose, .alpha.-D-"
229,"Ribopyranose, .alpha.-D-"
229,AC1L18RP
229,Holzzucker; Losan;alpha-Xylose
229,NCIOpen2_003813
229,Oprea1_189511
229,D-[2-2H]XYLOSE
229,L-Arabinose;L-Arabinopyranose
229,MLS001332429
229,MLS001332430
229,MLS003106569
229,MLS006011474
229,CHEMBL14343
229,SCHEMBL933026
229,AC1Q79Q3
229,CID229
229,DTXSID60859031
229,"tetrahydropyran-2,3,4,5-tetrol"
229,SRBFZHDQGSBBOR-UHFFFAOYSA-N
229,HMS2234M04
229,HMS3371M01
229,BCP05227
229,"D-[5,5'-2H2]RIBOSE"
229,NSC76347
229,NSC93887
229,EINECS 201-767-6
229,87-72-9
229,AR-1L0050
229,BBL001155
229,C5-H10-O5
229,MFCD00006609
229,MFCD00064361
229,MFCD00066648
229,MFCD00135608
229,MFCD20731172
229,NSC-76347
229,NSC-93887
229,NSC164936
229,NSC407015
229,STK366962
229,AKOS000120061
229,AN-8289
229,MCULE-9012637888
229,NSC-164936
229,NSC-407015
229,SB45272
229,SB45434
229,SB46706
229,SB47704
229,SB47708
229,"Tetrahydro-2H-pyran-2,3,4,5-tetrol"
229,AK-46496
229,AK-93509
229,AN-23609
229,AN-42398
229,SC-11303
229,SMR000857162
229,SY013715
229,SY013750
229,SY074695
229,SY112851
229,VS-00832
229,"(3R,4S,5R)-oxane-2,3,4,5-tetrol"
229,DB-047436
229,FT-0627692
229,FT-0638798
229,FT-0674419
229,NS00008698
229,ST50409348
229,T8368
229,"(2S,3R,4S,5R)-oxane-2,3,4,5-tetrol"
229,"Oxane-2,3,4,5-tetrol, (3S,4R,5R)-"
229,"(3R,4R,5R)-4-Deuteriooxane-2,3,4,5-tetrol"
229,"(3R,4S,5R)-(213C)oxane-2,3,4,5-tetrol"
229,"(3R,4S,5R)-2-Deuteriooxane-2,3,4,5-tetrol"
229,"(3R,4S,5R)-3-Deuteriooxane-2,3,4,5-tetrol"
229,"(3S,4R,5S)-(213C)oxane-2,3,4,5-tetrol"
229,"WURCS=2.0/1,1,0/[axxxh-1x_1-5]/1/"
229,28697-53-2
229,58-86-6
229,6763-34-4
229,I04-0541
229,I14-7602
229,I14-8672
229,"(3R,4R,5R)-6,6-Dideuteriooxane-2,3,4,5-tetrol"
229,"(3R,4R,5R)-Tetrahydro-2H-pyran-2,3,4,5-tetraol"
229,"(3R,4R,5S)-Tetrahydro-2H-pyran-2,3,4,5-tetraol"
229,"(3R,4S,5R)-Tetrahydro-2H-pyran-2,3,4,5-tetraol"
229,"(3S,4R,5R)-Tetrahydro-2H-pyran-2,3,4,5-tetraol"
229,"(3S,4S,5R)-Tetrahydro-2H-pyran-2,3,4,5-tetraol"
229,"(2R,3S,4R,5R)-Tetrahydro-2H-pyran-2,3,4,5-tetraol"
229,"(3R,4R,5R)-(2,3-13C2)Oxane-2,3,4,5-tetrol"
229,"(3R,4R,5R)-(2,4-13C2)Oxane-2,3,4,5-tetrol"
229,10323-20-3
229,"(3R,4R,5R)-(3,4,5,6-13C4)Oxane-2,3,4,5-tetrol"
229,"(3S,4R,5R)-2H-3,4,5,6-tetrahydropyran-2,3,4,5-tetraol"
229,1132639-46-3
229,1949-78-6
229,4AB5584D-7A79-4737-B016-F7CB0A018088
229,5328-37-0
229,1114-34-7
229,147-81-9
229,57066-79-2
229,7261-26-9
229,7296-59-5
229,10257-32-6
229,10257-34-8
229,115794-07-5
229,130550-15-1
229,130606-21-2
229,169783-76-0
229,178101-87-6
229,209909-88-6
229,25990-60-7
229,288846-89-9
229,288846-91-3
229,31178-70-8
229,36562-42-2
229,478506-23-9
229,478506-32-0
229,478511-79-4
229,50986-18-0
229,608-46-8
229,609-06-3
229,6748-95-4
229,70849-21-7
229,7283-06-9
229,76448-27-6
229,89299-64-9
229,"L(+)Arabinose; Amidosulfonic acid; 4-Dimethylaminobenzalrhodanine;(2S,3R,4S,5S)-tetrahydro-2H-pyran-2,3,4,5-tetraol"
230,Ribose phosphate
230,D-Ribose 5-phosphate
230,5-o-phosphonopentose
230,ribose-5-phosphate
230,arabinose 5-phosphate
230,D-arabinose 5-phosphate
230,AC1Q6RYG
230,(Rel)-D-Ribose 5-phosphate
230,AC1L18RS
230,SCHEMBL321875
230,CID230
230,CTK8I7238
230,D-A-5-P
230,D-Ribose 5-(dihydrogen phosphate)
230,"2,6-Di(5,6-d"
230,AR-1G9268
230,DA-28904
230,NS00047890
230,"[(2,3,4-trihydroxy-5-oxopentyl)oxy]phosphonic acid"
230,"(2,3,4-trihydroxy-5-oxopentyl) dihydrogen phosphate"
230,4300-28-1
230,3615-55-2
230,13137-52-5
230,1313753-02-4
230,13225-84-8
231,arachidonic acid
231,Arachidonic Acid-d11
231,Spectrum_000091
231,"5,8,11,14-Eicosatetraenoic acid"
231,ACMC-209kof
231,SpecPlus_000727
231,Spectrum4_000905
231,Arachidonic Acid-[d11]
231,AC1L18RV
231,CBiol_001948
231,KBioGR_000259
231,KBioGR_001370
231,KBioSS_000259
231,KBioSS_000511
231,DivK1c_006823
231,506-32-1
231,CID231
231,CTK1H1221
231,CTK3I9513
231,KBio1_001767
231,KBio2_000259
231,KBio2_000511
231,KBio2_002827
231,KBio2_003079
231,KBio2_005395
231,KBio2_005647
231,KBio3_000517
231,KBio3_000518
231,DTXSID50859424
231,"Icosa-5,8,11,14-tetraenoic acid"
231,Immunocytophyt;Immunocytophyte;Vevodar
231,YZXBAPSDXZZRGB-UHFFFAOYSA-N
231,Bio1_000234
231,Bio1_000723
231,Bio1_001212
231,Bio2_000259
231,Bio2_000739
231,"5,8,11,14-Icosatetraenoic Acid"
231,KS-00000Y5J
231,ANW-31069
231,AKOS028108970
231,"5,a8,a11,a14-aEicosatetraenoic acid"
231,C20-H32-O2
231,MCULE-7182736800
231,LS-63783
231,DB-055248
231,FT-0619856
231,FT-0621981
231,FT-0622461
231,FT-0622462
231,NS00080641
231,"5,8,11,14-Eicosatetraenoic acid, (5Z,8Z,11Z,14Z)-"
231,"5,8,11,14-Eicosatetraenoicacid(7CI,8CI,9CI)"
231,7771-44-0
231,"(5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoic acid"
231,"5,8,11,14-Eicosatetraenoicacid, (5Z,8Z,11Z,14Z)-"
231,CH3(CH2)4CH=CHCH2CH=CHCH2CH=CHCH2CH=CH(CH2)3COOH
231,CH3(CH2)4-CH=CHCH2CH=CHCH2CH=CHCH2CH=CH(CH2)3COOH
231,1287387-84-1
231,"(5Z,8Z,11Z,14Z)-16,16,17,17,18,18,19,19,20,20,20-undecadeuterioicosa-5,8,11,14-tetraenoic acid"
231,69254-37-1
232,DL-Arginine
232,arginine
232,L-arginine
232,D-Arginine
232,7200-25-1
232,arginin
232,Argininic acid
232,Detoxargin
232,Argamine
232,Argivene
232,Levargin
232,laevo-arginine
232,Harg
232,L(+)-Arginine
232,Minophagen A
232,DL arginine
232,3h-arginine
232,L-(+)-Arginine
232,"Arginine, DL-"
232,L-Arginine Base
232,Arginine #
232,D(-)-Arginine
232,H-DL-Arg-OH
232,(+-)-Arginine
232,R-Gene
232,Amino acid(Arg-)
232,L-arginine;Arginine
232,Arginine monochloride
232,arginine + ornithine
232,D-(-)-Arginine
232,Arginine Hydrochloride
232,Arginine monohydrochloride
232,Fmoc-Arg(Pbf)-OPfp
232,H-Arg-OH
232,UNII-FL26NTK3EP
232,PubChem12342
232,L-Arginine L-ascorbate
232,H-D-Arg-OH
232,"L-ARGININE,"
232,ACMC-1BBLN
232,"DL-Arginine, free base"
232,L-Arginine hydrochloride
232,FMOC-ARG -OPFP
232,"Pentanoic acid, (S)-"
232,"ARGININE, L-"
232,Arginine (Alternate RN)
232,Arg130
232,2-amino-5-guanidinopentanoic acid
232,FL26NTK3EP
232,ACMC-209df9
232,ACMC-209ow1
232,n-Propyldimethylchlorosilane
232,AC1L18RY
232,AC1Q50BO
232,AC1Q50BP
232,L-Arginine monohydrochloride
232,SCHEMBL1790
232,CCRIS 8597
232,"L-Arginine, monohydrochloride"
232,WLN: MUYZM3YZVQ &GH
232,SCHEMBL290308
232,74-79-3
232,L-(+)-Arginine Hydrochloride
232,MFCD00063117
232,ODKSFYDXXFIFQN-UHFFFAOYSA-N
232,"Arginine, 98% - 1G 1g"
232,CID232
232,2-amino-5-guanidinovaleric acid
232,2-Amino-5-Guanidnovaleric Acid
232,DTXSID8022618
232,SCHEMBL13337955
232,(R)-2-amino-5-guanidinopentanoic acid
232,2-amino-5-carbamimidamidopentanoic acid
232,C6H14N4O2
232,CHEBI:29016
232,CTK2H7503
232,EINECS 230-571-3
232,KS-00000KPY
232,157-06-2
232,Dl-Arginine Hydrochloride Hydrate
232,DL-2-Amino-5-guanidinopentanoic acid
232,N~5~-(diaminomethylidene)ornithine
232,"Ornithine, N5-(aminoiminomethyl)-"
232,BCP29342
232,BCP34416
232,HY-N0454
232,L-2-Amino-5-guanidinovaleric Acid
232,"Arginine monohydrochloride, L-(+)-"
232,ANW-64087
232,BBL028093
232,C6-H14-N4-O2
232,"DL-Arginine, >=97.0% (NT)"
232,MFCD00063116
232,NSC203450
232,NSC206269
232,s5549
232,STL186110
232,STL191431
232,AKOS001042136
232,AKOS016050614
232,AKOS022902523
232,ACN-032979
232,AM81501
232,CCG-266392
232,MCULE-3125760737
232,NSC-203450
232,NSC-206269
232,RTR-023603
232,TRA0000465
232,VA50610
232,TRA-0183975
232,NCGC00015064-02
232,"Norvaline, 5-[(aminoiminomethyl)amino]-"
232,AK-51498
232,AK-54078
232,AS-14180
232,K224
232,SC-09306
232,SY018359
232,SY061688
232,2-amino-5-(carbamimidamido)pentanoic acid
232,DB-043338
232,LS-185141
232,TR-023603
232,4CH-013303
232,CS-0008983
232,FT-0624451
232,FT-0625437
232,FT-0627695
232,NS00005927
232,ST24046651
232,(2S)-2-amino-5-(diaminomethylideneamino)pentanoic acid
232,1056-EP2269610A2
232,1056-EP2269989A1
232,1056-EP2269990A1
232,1056-EP2269992A1
232,1056-EP2270004A1
232,1056-EP2270010A1
232,1056-EP2270011A1
232,1056-EP2270018A1
232,1056-EP2270505A1
232,1056-EP2272516A2
232,1056-EP2272517A1
232,1056-EP2272822A1
232,1056-EP2272832A1
232,1056-EP2272848A1
232,1056-EP2272972A1
232,1056-EP2272973A1
232,1056-EP2275102A1
232,1056-EP2275403A1
232,1056-EP2275411A2
232,1056-EP2275420A1
232,1056-EP2277848A1
232,1056-EP2277861A1
232,1056-EP2277867A2
232,1056-EP2277872A1
232,1056-EP2277875A2
232,1056-EP2279750A1
232,1056-EP2280003A2
232,1056-EP2280008A2
232,1056-EP2280012A2
232,1056-EP2281818A1
232,1056-EP2281821A1
232,1056-EP2281823A2
232,1056-EP2284157A1
232,1056-EP2284160A1
232,1056-EP2284171A1
232,1056-EP2284172A1
232,1056-EP2284178A2
232,1056-EP2284179A2
232,1056-EP2287163A1
232,1056-EP2289510A1
232,1056-EP2289868A1
232,1056-EP2289883A1
232,1056-EP2289891A2
232,1056-EP2289892A1
232,1056-EP2289894A2
232,1056-EP2292088A1
232,1056-EP2292576A2
232,1056-EP2292592A1
232,1056-EP2292593A2
232,1056-EP2292596A2
232,1056-EP2295055A2
232,1056-EP2295402A2
232,1056-EP2295406A1
232,1056-EP2295409A1
232,1056-EP2295410A1
232,1056-EP2295416A2
232,1056-EP2295424A1
232,1056-EP2295433A2
232,1056-EP2295550A2
232,1056-EP2298731A1
232,1056-EP2298742A1
232,1056-EP2298746A1
232,1056-EP2298748A2
232,1056-EP2298755A1
232,1056-EP2298760A1
232,1056-EP2298761A1
232,1056-EP2298764A1
232,1056-EP2298765A1
232,1056-EP2298767A1
232,1056-EP2298768A1
232,1056-EP2298770A1
232,1056-EP2298772A1
232,1056-EP2298776A1
232,1056-EP2298779A1
232,1056-EP2298780A1
232,1056-EP2301544A1
232,1056-EP2301923A1
232,1056-EP2301931A1
232,1056-EP2301937A1
232,1056-EP2301939A1
232,1056-EP2305219A1
232,1056-EP2305250A1
232,1056-EP2305254A1
232,1056-EP2305633A1
232,1056-EP2305642A2
232,1056-EP2305651A1
232,1056-EP2305671A1
232,1056-EP2305677A1
232,1056-EP2305678A1
232,1056-EP2305682A1
232,1056-EP2305687A1
232,1056-EP2305689A1
232,1056-EP2305808A1
232,1056-EP2308510A1
232,1056-EP2308828A2
232,1056-EP2308833A2
232,1056-EP2308838A1
232,1056-EP2308839A1
232,1056-EP2308840A1
232,1056-EP2308844A2
232,1056-EP2308845A2
232,1056-EP2308846A2
232,1056-EP2308851A1
232,1056-EP2308854A1
232,1056-EP2308867A2
232,1056-EP2308870A2
232,1056-EP2308874A1
232,1056-EP2308879A1
232,1056-EP2308960A1
232,1056-EP2311453A1
232,1056-EP2311464A1
232,1056-EP2311494A1
232,1056-EP2311808A1
232,1056-EP2311809A1
232,1056-EP2311810A1
232,1056-EP2311829A1
232,1056-EP2311842A2
232,1056-EP2311850A1
232,1056-EP2314584A1
232,1056-EP2314585A1
232,1056-EP2314587A1
232,1056-EP2314588A1
232,1056-EP2314590A1
232,1056-EP2314593A1
232,1056-EP2316457A1
232,1056-EP2316458A1
232,1056-EP2316470A2
232,1056-EP2316825A1
232,1056-EP2316826A1
232,1056-EP2316827A1
232,1056-EP2316828A1
232,1056-EP2316831A1
232,1056-EP2371811A2
232,1056-EP2374788A1
232,1056-EP2377848A1
232,2443-EP2270011A1
232,2443-EP2272972A1
232,2443-EP2272973A1
232,2443-EP2277872A1
232,2443-EP2284157A1
232,2443-EP2295550A2
232,2443-EP2298740A1
232,2443-EP2305629A1
232,3530-EP2295436A1
232,3530-EP2298762A2
232,3530-EP2298769A1
232,3530-EP2298773A1
232,3530-EP2308852A1
232,3530-EP2308878A2
232,3530-EP2316830A2
232,5264-EP2270002A1
232,5264-EP2272826A1
232,5264-EP2281559A1
232,5264-EP2284160A1
232,5264-EP2289892A1
232,5264-EP2295410A1
232,5264-EP2301939A1
232,5264-EP2305825A1
232,5264-EP2308842A1
232,5264-EP2377848A1
232,A-8570
232,A-8571
232,A-8645
232,C02385
232,C10586
232,7004-12-8
